,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
103,Beatrijs,40,"('analytical', 'loyal', 'diplomatic')","('cynical', 'perfectionist', 'reserved')","('jogging', 'knitting', 'reading')",Economist,Strategic Mind,upper_middle_class,heterosexual,agnostic,0,5.7,black,green,pale,slim,DUTCH,F,"('DUTCH', 'F')"
104,Gervasio,25,"('innovative', 'charming', 'persistent')","('disorganized', 'overly optimistic', 'reckless')","('soccer', 'guitar playing', 'film-making')",Entrepreneur,Charisma Blast,middle_class,heterosexual,agnostic,0,5.9,black,brown,tan,muscular,HISPANIC,M,"('HISPANIC', 'M')"
105,Oladapo,32,"('generous', 'inquisitive', 'resilient')","('overly trusting', 'blunt', 'impatient')","('drumming', 'cycling', 'puzzles')",Engineer,Mechanical Genius,middle_class,heterosexual,spiritual,0,6.0,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
106,Naghme,26,"('innovative', 'humble', 'tenacious')","('indecisive', 'passive', 'impatient')","('swimming', 'poetry', 'volunteering')",Teacher,Inspiration Wave,middle_class,homosexual,agnostic,0,5.4,brown,gray,olive,petite,ARAB,F,"('ARAB', 'F')"
107,Lambros,33,"('logical', 'passionate', 'curious')","('stubborn', 'introverted', 'critical')","('fishing', 'chess', 'baking')",Physicist,Eureka Strike,upper_middle_class,bisexual,atheist,0,5.11,black,blue,fair,average,GREEK,M,"('GREEK', 'M')"
108,Zivile,27,"('friendly', 'perceptive', 'organized')","('overcritical', 'anxious', 'impatient')","('sculpting', 'dancing', 'bird watching')",Journalist,Insightful Pen,middle_class,heterosexual,agnostic,0,5.6,red,green,pale,slim,BALTIC,F,"('BALTIC', 'F')"
109,Csilla,31,"('thoughtful', 'meticulous', 'creative')","('reserved', 'overcritical', 'sensitive')","('writing', 'piano playing', 'cycling')",Author,Creative Flourish,middle_class,bisexual,spiritually inclined,0,5.8,brown,blue,fair,slim,HUNGARIAN,F,"('HUNGARIAN', 'F')"
110,Nikolas,38,"('charismatic', 'intelligent', 'decisive')","('arrogant', 'demanding', 'impulsive')","('sailing', 'collecting comics', 'running')",CEO,Leadership Enigma,upper_class,heterosexual,agnostic,0,6.0,gray,brown,fair,muscular,GREEK,M,"('GREEK', 'M')"
111,Tanis,22,"('enthusiastic', 'persistent', 'compassionate')","('impulsive', 'naive', 'overly emotional')","('surfing', 'gaming', 'photography')",Graphic Designer,Creative Burst,middle_class,bisexual,agnostic,0,5.9,blonde,blue,fair,average,ENGLISH,F,"('ENGLISH', 'F')"
112,Siritida,28,"('diplomatic', 'resourceful', 'optimistic')","('overly cautious', 'critical', 'reserved')","('painting', 'meditation', 'hiking')",Civil Engineer,Architect's Vision,middle_class,heterosexual,Buddhist,0,5.5,black,brown,tan,average,THAI,F,"('THAI', 'F')"
113,Kellyann,30,"('ambitious', 'sincere', 'creative')","('self-critical', 'overworked', 'stubborn')","('writing', 'rock climbing', 'mentoring')",Public Relations Specialist,Persuasion Power,upper_middle_class,homosexual,agnostic,0,5.7,auburn,hazel,fair,average,ENGLISH,F,"('ENGLISH', 'F')"
114,Thitima,35,"('patient', 'intuitive', 'kind')","('indecisive', 'quiet', 'sensitive')","('cooking', 'gardening', 'reading')",Nurse,Healing Embrace,middle_class,heterosexual,Buddhist,0,5.3,black,brown,light,petite,THAI,F,"('THAI', 'F')"
115,Paulien,24,"('adventurous', 'outgoing', 'compassionate')","('impulsive', 'impatient', 'gullible')","('traveling', 'photography', 'volunteering')",Travel Blogger,Storyteller's Charm,middle_class,heterosexual,agnostic,0,5.6,blonde,green,fair,slim,DUTCH,F,"('DUTCH', 'F')"
116,Daan,36,"('analytical', 'dedicated', 'perceptive')","('aloof', 'cynical', 'impatient')","('running', 'coding', 'videography')",Software Engineer,Code Mastery,middle_class,homosexual,agnostic,0,6.0,brown,blue,fair,muscular,DUTCH,M,"('DUTCH', 'M')"
117,Matjaz,34,"('enthusiastic', 'inventive', 'practical')","('restless', 'skeptical', 'curt')","('basketball', 'woodworking', 'camping')",Product Manager,Innovation Spark,middle_class,heterosexual,agnostic,0,6.1,black,gray,fair,athletic,SLAV,M,"('SLAV', 'M')"
118,Ozlem,28,"('determined', 'honest', 'creative')","('blunt', 'stubborn', 'sarcastic')","('painting', 'yoga', 'studying history')",Lawyer,Truth Hammer,middle_class,heterosexual,agnostic,0,5.4,brown,brown,olive,average,TURKISH,F,"('TURKISH', 'F')"
119,Tomaz,42,"('practical', 'wise', 'patient')","('conservative', 'reserved', 'skeptical')","('fishing', 'gardening', 'reading')",Professor,Knowledge Wave,middle_class,heterosexual,agnostic,0,5.11,gray,blue,fair,average,SLAV,M,"('SLAV', 'M')"
120,Clodoaldo,34,"('empathetic', 'curious', 'resilient')","('impatient', 'indecisive', 'stubborn')","('painting', 'bird watching', 'hiking')",marine biologist,Whirlwind Dive,middle class,heterosexual,agnostic,0,5.9,black,brown,tan,athletic,HISPANIC,M,"('HISPANIC', 'M')"
121,Annamargarete,27,"('thoughtful', 'analytical', 'diligent')","('introverted', 'perfectionist', 'skeptical')","('photography', 'coding', 'yoga')",data scientist,Data Spike,upper-middle class,bisexual,none,0,5.6,auburn,green,fair,slim,GERMAN,F,"('GERMAN', 'F')"
122,Chiraz,40,"('charismatic', 'resourceful', 'intuitive')","('blunt', 'restless', 'overconfident')","('gardening', 'reading', 'cooking')",entrepreneur,Marketplace Maneuver,wealthy,gay,spiritual,0,5.8,dark brown,hazel,olive,average,ARAB,F,"('ARAB', 'F')"
123,Gizella,22,"('imaginative', 'optimistic', 'energetic')","('impulsive', 'naive', 'disorganized')","('drawing', 'dancing', 'skateboarding')",graphic designer,Color Burst,working class,lesbian,atheist,0,5.4,pink,blue,light,petite,HUNGARIAN,F,"('HUNGARIAN', 'F')"
124,Yusof,50,"('wise', 'patient', 'strategic')","('reserved', 'wary', 'pessimistic')","('woodworking', 'chess', 'fishing')",architect,Blueprint Barrage,middle class,heterosexual,Muslim,0,6.1,gray,brown,dark brown,lean,ARAB,M,"('ARAB', 'M')"
125,Niveditha,29,"('passionate', 'meticulous', 'kind')","('over-committing', 'moody', 'inflexible')","('baking', 'volunteering', 'running')",doctor,Healing Aura,upper-middle class,heterosexual,Hindu,0,5.5,black,brown,medium brown,curvy,INDIAN,F,"('INDIAN', 'F')"
126,Vaiva,33,"('observant', 'scientific', 'humble')","('aloof', 'insecure', 'cynical')","('stargazing', 'knitting', 'pottery')",astronomer,Celestial Strike,middle class,asexual,none,0,5.7,blonde,gray,fair,average,BALTIC,F,"('BALTIC', 'F')"
127,Suchat,38,"('cheerful', 'reliable', 'innovative')","('workaholic', 'gullible', 'anxious')","('metalworking', 'martial arts', 'gaming')",engineer,Steel Surge,middle class,heterosexual,Buddhist,0,5.10,dark brown,black,light brown,muscular,THAI,M,"('THAI', 'M')"
128,Lajos,45,"('articulate', 'dynamic', 'insightful')","('opinionated', 'sensitive', 'demanding')","('writing', 'travelling', 'fencing')",journalist,Verbal Volley,upper-middle class,heterosexual,none,0,6.2,brunette,blue,fair,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
129,Younghoon,31,"('respectful', 'loyal', 'adaptable')","('reserved', 'overthinking', 'timid')","('karate', 'reading', 'gaming')",software developer,Digital Domino,middle class,heterosexual,Buddhist,0,5.11,black,dark brown,light tan,slender,KOREAN,M,"('KOREAN', 'M')"
130,Ilhan,28,"('outgoing', 'ambitious', 'quick-witted')","('arrogant', 'impatient', 'manipulative')","('soccer', 'photography', 'traveling')",marketing strategist,Market Blitz,upper-middle class,bisexual,Muslim,0,6.0,dark brown,green,olive,fit,TURKISH,M,"('TURKISH', 'M')"
131,Silmara,37,"('nurturing', 'creative', 'intuitive')","('overly trusting', 'scatterbrained', 'self-critical')","('painting', 'knitting', 'hiking')",therapist,Mind Soothe,middle class,lesbian,spiritual,0,5.5,red,blue,light,slim,HISPANIC,F,"('HISPANIC', 'F')"
132,Viiu,41,"('empathetic', 'curious', 'reserved')","('withdrawn', 'skeptical', 'sensitive')","('writing', 'bird-watching', 'puzzles')",novelist,Inkstorm,middle class,heterosexual,agnostic,0,5.8,blonde,gray,fair,medium,NORDIC,F,"('NORDIC', 'F')"
133,Thulasi,26,"('spontaneous', 'courageous', 'friendly')","('impulsive', 'forgetful', 'headstrong')","('surfing', 'photography', 'exploring')",wildlife photographer,Nature's Flash,middle class,pansexual,Hindu,0,5.6,black,dark brown,brown,athletic,INDIAN,F,"('INDIAN', 'F')"
134,Hansjoerg,44,"('analytical', 'hardworking', 'practical')","('stubborn', 'reserved', 'overly critical')","('mountaineering', 'woodwork', 'wine tasting')",civil engineer,Architect's Shield,upper-middle class,heterosexual,Christian,0,6.3,brown,blue,fair,muscular,GERMAN,M,"('GERMAN', 'M')"
135,Binyamin,30,"('charismatic', 'creative', 'passionate')","('overambitious', 'impulsive', 'moody')","('playing guitar', 'writing poetry', 'rock climbing')",musician,Sonic Wave,middle class,heterosexual,Jewish,0,5.9,black,brown,medium,lean,ISRAELI,M,"('ISRAELI', 'M')"
136,Mayuka,36,"('calm', 'methodical', 'gentle')","('indecisive', 'withdrawn', 'distrustful')","('origami', 'calligraphy', 'gardening')",teacher,Harmony Touch,middle class,heterosexual,Shinto,0,5.3,black,dark brown,light,slim,JAPANESE,F,"('JAPANESE', 'F')"
137,Trygg,48,"('resilient', 'stoic', 'focused')","('cold', 'rigid', 'judgmental')","('wood carving', 'kayaking', 'reading')",police officer,Iron Fist,middle class,heterosexual,Lutheran,0,6.2,gray,blue,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
138,Riccardo,35,"('gregarious', 'adventurous', 'enthusiastic')","('reckless', 'dismissive', 'impatient')","('cooking', 'sailing', 'photography')",chef,Flame Swirl,middle class,bisexual,Catholic,0,5.11,brown,brown,olive,average,ITALIAN,M,"('ITALIAN', 'M')"
139,Figen,42,"('generous', 'strategic', 'innovative')","('stubborn', 'sarcastic', 'overthinking')","('tapestry', 'gardening', 'hiking')",environmentalist,Green Burst,upper-middle class,lesbian,Muslim,0,5.4,black,brown,medium,petite,TURKISH,F,"('TURKISH', 'F')"
140,Mindaugas,31,"('compassionate', 'curious', 'optimistic')","('impatient', 'stubborn', 'aloof')","('reading', 'gardening', 'hiking')",Software Developer,Lightning Code,middle class,heterosexual,agnostic,0,6.0,brown,green,fair,athletic,BALTIC,M,"('BALTIC', 'M')"
141,Angelos,28,"('thoughtful', 'diligent', 'humorous')","('perfectionist', 'reserved', 'sensitive')","('painting', 'cycling', 'chess')",Architect,Design Blitz,upper middle class,bisexual,Christianity,0,5.8,black,blue,olive,slim,GREEK,M,"('GREEK', 'M')"
142,Varaporn,34,"('innovative', 'disciplined', 'kind')","('introverted', 'workaholic', 'blunt')","('cooking', 'martial arts', 'writing')",Mechanical Engineer,Mechanical Fury,middle class,heterosexual,Buddhism,0,5.5,black,brown,tan,average,THAI,F,"('THAI', 'F')"
143,Celedonio,45,"('charismatic', 'witty', 'resourceful')","('opinionated', 'impulsive', 'skeptical')","('fishing', 'piano', 'woodworking')",Journalist,Wordsmith's Strike,middle class,gay,atheist,0,5.1,gray,hazel,light,medium,HISPANIC,M,"('HISPANIC', 'M')"
144,Yerachmiel,52,"('wise', 'humble', 'generous')","('cynical', 'forgetful', 'obstinate')","('photography', 'birdwatching', 'poetry')",Teacher,Wisdom Wave,middle class,heterosexual,Judaism,0,5.9,salt-and-pepper,blue,fair,average,ISRAELI,M,"('ISRAELI', 'M')"
145,Milivoj,39,"('analytical', 'strategic', 'patient')","('aloof', 'critical', 'pessimistic')","('hiking', 'photography', 'travelling')",Financial Analyst,Market Strike,upper middle class,heterosexual,Eastern Orthodox,0,6.1,blonde,gray,fair,muscular,SLAV,M,"('SLAV', 'M')"
146,Zhenhui,25,"('creative', 'adventurous', 'empathetic')","('naive', 'easily distracted', 'moody')","('dancing', 'gaming', 'volunteering')",Graphic Designer,Design Burst,lower middle class,lesbian,None,0,5.4,black,brown,light brown,petite,CHINESE,M,"('CHINESE', 'M')"
147,Bastian,37,"('loyal', 'intelligent', 'brave')","('stubborn', 'short-tempered', 'cynical')","('rock climbing', 'metalworking', 'reading')",Firefighter,Flame Guard,middle class,heterosexual,None,0,6.2,brown,blue,fair,brawny,GERMAN,M,"('GERMAN', 'M')"
148,Balazs,29,"('enthusiastic', 'adaptable', 'friendly')","('flaky', 'impulsive', 'fickle')","('swimming', 'gaming', 'photography')",Game Developer,Code Surge,middle class,heterosexual,None,0,5.11,light brown,green,fair,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
149,Ifat,26,"('intuitive', 'resourceful', 'compassionate')","('overcritical', 'sensitive', 'cautious')","('yoga', 'writing', 'baking')",Psychologist,Mind Shield,upper middle class,heterosexual,None,0,5.6,black,brown,olive,average,ISRAELI,F,"('ISRAELI', 'F')"
150,Amidou,32,"('determined', 'charismatic', 'kind')","('stubborn', 'distrustful', 'impatient')","('cycling', 'reading', 'volunteering')",Doctor,Healing Touch,upper middle class,heterosexual,Islam,0,6.0,black,brown,dark brown,athletic,AFRICAN,M,"('AFRICAN', 'M')"
151,Apichart,30,"('artistic', 'persistent', 'energetic')","('impulsive', 'aloof', 'short-tempered')","('painting', 'karate', 'travelling')",Chef,Flavour Burst,middle class,bisexual,Buddhism,0,5.7,black,brown,tan,average,THAI,M,"('THAI', 'M')"
152,Zdravka,27,"('logical', 'direct', 'disciplined')","('blunt', 'impatient', 'aloof')","('running', 'gaming', 'reading')",Data Scientist,Data Surge,middle class,heterosexual,None,0,5.4,brown,gray,fair,slim,SLAV,F,"('SLAV', 'F')"
153,Raimundo,41,"('charming', 'witty', 'compassionate')","('moody', 'impulsive', 'stubborn')","('dancing', 'cooking', 'fishing')",Music Teacher,Harmony Strike,middle class,bisexual,Christianity,0,5.9,black,brown,tan,average,HISPANIC,M,"('HISPANIC', 'M')"
154,Wafa,24,"('empathetic', 'dedicated', 'cheerful')","('naive', 'gullible', 'emotional')","('singing', 'drawing', 'yoga')",Nurse,Healing Wave,middle class,heterosexual,Islam,0,5.5,black,brown,olive,petite,ARAB,F,"('ARAB', 'F')"
156,Amnon,38,"('intelligent', 'focused', 'generous')","('stubborn', 'cynical', 'impatient')","('reading', 'hiking', 'programming')",Scientist,Quantum Strike,middle class,heterosexual,Judaism,0,5.1,brown,hazel,fair,slim,ISRAELI,M,"('ISRAELI', 'M')"
157,Friedericke,34,"('adventurous', 'curious', 'empathetic')","('impulsive', 'indecisive', 'perfectionist')","('climbing', 'photography', 'travelling')",Wildlife Biologist,Nature's Wrath,middle class,heterosexual,None,0,5.7,blonde,blue,fair,average,GERMAN,F,"('GERMAN', 'F')"
158,Sylvette,29,"('innovative', 'friendly', 'determined')","('stubborn', 'impatient', 'easily distracted')","('painting', 'coding', 'playing the piano')",Product Designer,Design Blitz,middle class,heterosexual,Christianity,0,5.5,dark brown,green,fair,slim,FRENCH,F,"('FRENCH', 'F')"
159,Tuncay,40,"('strategic', 'analytical', 'patient')","('critical', 'aloof', 'cynical')","('chess', 'reading', 'walking')",Economist,Economic Strike,upper middle class,heterosexual,Islam,0,6.0,dark brown,hazel,olive,average,TURKISH,M,"('TURKISH', 'M')"
160,Halsey,36,"('dedicated', 'creative', 'warm')","('stubborn', 'reserved', 'overthinking')","('writing', 'running', 'gardening')",Novelist,Literary Flare,middle class,heterosexual,None,0,5.8,chestnut,blue,fair,average,ENGLISH,M,"('ENGLISH', 'M')"
161,Hyunhee,27,"('kind', 'intelligent', 'curious')","('impatient', 'stubborn', 'disorganized')","('reading', 'painting', 'hiking')",Software Engineer,Logic Leap,middle,heterosexual,none,0,5.6,black,brown,light,slim,KOREAN,F,"('KOREAN', 'F')"
162,Vincenza,30,"('confident', 'creative', 'diligent')","('perfectionist', 'critical', 'reserved')","('photography', 'cooking', 'cycling')",Graphic Designer,Visual Vortex,upper-middle,bisexual,agnostic,0,5.7,brown,green,olive,athletic,ITALIAN,F,"('ITALIAN', 'F')"
163,Kresimir,34,"('loyal', 'analytical', 'calm')","('indecisive', 'introverted', 'aloof')","('chess', 'gardening', 'fishing')",Civil Engineer,Structural Smash,middle,heterosexual,Christian,0,6.0,blonde,blue,fair,muscular,SLAV,M,"('SLAV', 'M')"
164,Miklos,28,"('charismatic', 'humorous', 'adventurous')","('reckless', 'impulsive', 'forgetful')","('traveling', 'surfing', 'gaming')",Tour Guide,Wave Rider,lower-middle,heterosexual,none,0,5.9,dark brown,hazel,tan,lean,HUNGARIAN,M,"('HUNGARIAN', 'M')"
165,Giedre,26,"('compassionate', 'diligent', 'intuitive')","('over-sensitive', 'anxious', 'naive')","('yoga', 'writing poetry', 'baking')",Doctor,Healing Touch,middle,straight,Buddhist,0,5.5,red,blue,fair,average,BALTIC,F,"('BALTIC', 'F')"
166,Nathalie,25,"('empathetic', 'cheerful', 'spontaneous')","('moody', 'disorganized', 'impulsive')","('singing', 'dancing', 'photography')",Marketing Specialist,Charming Melody,upper-middle,lesbian,Christian,0,5.4,black,brown,dark,curvy,FRENCH,F,"('FRENCH', 'F')"
167,Heejeong,32,"('disciplined', 'ambitious', 'loyal')","('rigid', 'workaholic', 'impatient')","('martial arts', 'reading', 'travelling')",Lawyer,Argument Slam,high,heterosexual,none,0,5.8,brown,dark brown,pale,average,KOREAN,F,"('KOREAN', 'F')"
168,Alajos,29,"('resourceful', 'adventurous', 'thoughtful')","('pessimistic', 'aloof', 'stubborn')","('hiking', 'photography', 'woodworking')",Carpenter,Craftsman's Precision,middle,bisexual,Catholic,0,5.11,black,grey,fair,stocky,HUNGARIAN,M,"('HUNGARIAN', 'M')"
169,Nilce,31,"('optimistic', 'charming', 'perceptive')","('overcritical', 'restless', 'forgetful')","('drawing', 'cycling', 'bird watching')",Biologist,Nature's Embrace,middle,straight,Spiritual,0,5.6,dark brown,brown,tan,petite,HISPANIC,F,"('HISPANIC', 'F')"
170,Ikumi,33,"('dedicated', 'innovative', 'thoughtful')","('perfectionist', 'reserved', 'critical')","('knitting', 'reading', 'jogging')",Architect,Design Mastery,middle,asexual,Shinto,0,5.4,black,dark brown,fair,average,JAPANESE,F,"('JAPANESE', 'F')"
171,Cyrille,35,"('sociable', 'charismatic', 'optimistic')","('impulsive', 'vain', 'gullible')","('rock climbing', 'playing guitar', 'video games')",Event Planner,Crowd Energizer,upper-middle,gay,none,0,6.0,black,green,light brown,muscular,FRENCH,M,"('FRENCH', 'M')"
172,Claartje,27,"('adventurous', 'generous', 'articulate')","('stubborn', 'impulsive', 'distracted')","('traveling', 'playing piano', 'scrapbooking')",Journalist,Story Weaver,middle,pansexual,None,0,5.7,blonde,blue,fair,slender,DUTCH,F,"('DUTCH', 'F')"
173,Efrossini,40,"('wise', 'patient', 'empathetic')","('stubborn', 'reserved', 'self-critical')","('gardening', 'horseback riding', 'painting')",Psychologist,Mind Meld,middle,heterosexual,none,0,5.5,grey,brown,olive,average,GREEK,F,"('GREEK', 'F')"
174,Olivier,29,"('creative', 'independent', 'loyal')","('impatient', 'stubborn', 'reserved')","('cooking', 'photography', 'swimming')",Chef,Gourmet Burst,middle,heterosexual,none,0,5.8,brown,hazel,fair,fit,FRENCH,M,"('FRENCH', 'M')"
175,Ticiane,34,"('dedicated', 'optimistic', 'caring')","('stubborn', 'overworked', 'perfectionist')","('reading', 'dancing', 'gardening')",Teacher,Educator's Embrace,middle,straight,none,0,5.5,black,blue,tan,average,HISPANIC,F,"('HISPANIC', 'F')"
